   Compiling busel-burn v0.1.0 (/home/sehaxe/busel-ai/burn_migration)
warning: function `col_norm_fused` is never used
  --> src/cube/mod.rs:20:8
   |
20 | pub fn col_norm_fused<B: burn::tensor::backend::Backend, const D: usize>(
   |        ^^^^^^^^^^^^^^
   |
   = note: `#[warn(dead_code)]` (part of `#[warn(unused)]`) on by default

warning: `busel-burn` (bin "busel-burn") generated 1 warning
    Finished `release` profile [optimized] target(s) in 4m 09s
     Running `target/release/busel-burn vorobey --bs 256 --cs 256 --steps 2594 --clip 1.0`
[busel-burn] tui-full requires a terminal — running without TUI
[tr] step 411/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 412/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 413/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 414/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 415/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 416/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 417/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 418/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 419/2594 loss 9.6250000000 lr 0.0030000000
[tr] step 420/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 421/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 422/2594 loss 9.4375000000 lr 0.0030000000
[tr] step 423/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 424/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 425/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 426/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 427/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 428/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 429/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 430/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 431/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 432/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 433/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 434/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 435/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 436/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 437/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 438/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 439/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 440/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 441/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 442/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 443/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 444/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 445/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 446/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 447/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 448/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 449/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 450/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 451/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 452/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 453/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 454/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 455/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 456/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 457/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 458/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 459/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 460/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 461/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 462/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 463/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 464/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 465/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 466/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 467/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 468/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 469/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 470/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 471/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 472/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 473/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 474/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 475/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 476/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 477/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 478/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 479/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 480/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 481/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 482/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 483/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 484/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 485/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 486/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 487/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 488/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 489/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 490/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 491/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 492/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 493/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 494/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 495/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 496/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 497/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 498/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 499/2594 loss 9.1875000000 lr 0.0030000000
[tm] step 500 avg 178.0ms/step
[tr] step 500/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 501/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 502/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 503/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 504/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 505/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 506/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 507/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 508/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 509/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 510/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 511/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 512/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 513/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 514/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 515/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 516/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 517/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 518/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 519/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 520/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 521/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 522/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 523/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 524/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 525/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 526/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 527/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 528/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 529/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 530/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 531/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 532/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 533/2594 loss 9.4375000000 lr 0.0030000000
[tr] step 534/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 535/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 536/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 537/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 538/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 539/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 540/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 541/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 542/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 543/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 544/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 545/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 546/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 547/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 548/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 549/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 550/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 551/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 552/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 553/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 554/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 555/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 556/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 557/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 558/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 559/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 560/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 561/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 562/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 563/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 564/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 565/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 566/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 567/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 568/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 569/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 570/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 571/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 572/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 573/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 574/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 575/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 576/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 577/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 578/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 579/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 580/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 581/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 582/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 583/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 584/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 585/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 586/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 587/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 588/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 589/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 590/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 591/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 592/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 593/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 594/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 595/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 596/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 597/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 598/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 599/2594 loss 8.6250000000 lr 0.0030000000
[tm] step 600 avg 230.0ms/step
[tr] step 600/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 601/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 602/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 603/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 604/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 605/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 606/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 607/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 608/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 609/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 610/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 611/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 612/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 613/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 614/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 615/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 616/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 617/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 618/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 619/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 620/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 621/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 622/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 623/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 624/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 625/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 626/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 627/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 628/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 629/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 630/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 631/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 632/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 633/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 634/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 635/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 636/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 637/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 638/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 639/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 640/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 641/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 642/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 643/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 644/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 645/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 646/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 647/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 648/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 649/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 650/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 651/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 652/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 653/2594 loss 9.5625000000 lr 0.0030000000
[tr] step 654/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 655/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 656/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 657/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 658/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 659/2594 loss 9.4375000000 lr 0.0030000000
[tr] step 660/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 661/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 662/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 663/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 664/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 665/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 666/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 667/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 668/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 669/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 670/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 671/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 672/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 673/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 674/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 675/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 676/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 677/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 678/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 679/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 680/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 681/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 682/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 683/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 684/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 685/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 686/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 687/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 688/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 689/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 690/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 691/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 692/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 693/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 694/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 695/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 696/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 697/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 698/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 699/2594 loss 8.8750000000 lr 0.0030000000
[tm] step 700 avg 289.9ms/step
[tr] step 700/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 701/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 702/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 703/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 704/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 705/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 706/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 707/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 708/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 709/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 710/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 711/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 712/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 713/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 714/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 715/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 716/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 717/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 718/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 719/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 720/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 721/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 722/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 723/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 724/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 725/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 726/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 727/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 728/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 729/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 730/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 731/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 732/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 733/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 734/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 735/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 736/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 737/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 738/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 739/2594 loss 8.5625000000 lr 0.0030000000
[tr] step 740/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 741/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 742/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 743/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 744/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 745/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 746/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 747/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 748/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 749/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 750/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 751/2594 loss 9.8125000000 lr 0.0030000000
[tr] step 752/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 753/2594 loss 9.2500000000 lr 0.0030000000
[tr] step 754/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 755/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 756/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 757/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 758/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 759/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 760/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 761/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 762/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 763/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 764/2594 loss 10.0000000000 lr 0.0030000000
[tr] step 765/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 766/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 767/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 768/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 769/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 770/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 771/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 772/2594 loss 9.0625000000 lr 0.0030000000
[tr] step 773/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 774/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 775/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 776/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 777/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 778/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 779/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 780/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 781/2594 loss 9.3750000000 lr 0.0030000000
[tr] step 782/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 783/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 784/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 785/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 786/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 787/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 788/2594 loss 9.0000000000 lr 0.0030000000
[tr] step 789/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 790/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 791/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 792/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 793/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 794/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 795/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 796/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 797/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 798/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 799/2594 loss 8.8125000000 lr 0.0030000000
[tm] step 800 avg 351.7ms/step
[tr] step 800/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 801/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 802/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 803/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 804/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 805/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 806/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 807/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 808/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 809/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 810/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 811/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 812/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 813/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 814/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 815/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 816/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 817/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 818/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 819/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 820/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 821/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 822/2594 loss 9.3125000000 lr 0.0030000000
[tr] step 823/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 824/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 825/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 826/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 827/2594 loss 8.5000000000 lr 0.0030000000
[tr] step 828/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 829/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 830/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 831/2594 loss 9.1875000000 lr 0.0030000000
[tr] step 832/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 833/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 834/2594 loss 8.9375000000 lr 0.0030000000
[tr] step 835/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 836/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 837/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 838/2594 loss 9.1250000000 lr 0.0030000000
[tr] step 839/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 840/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 841/2594 loss 8.7500000000 lr 0.0030000000
[tr] step 842/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 843/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 844/2594 loss 8.8750000000 lr 0.0030000000
[tr] step 845/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 846/2594 loss 8.8125000000 lr 0.0030000000
[tr] step 847/2594 loss 8.6875000000 lr 0.0030000000
[tr] step 848/2594 loss 8.6250000000 lr 0.0030000000
[tr] step 849/2594 loss 9.1875000000 lr 0.0030000000
